Movie_Name,Rating,Voting_Count,Duration,Genre
Marco,6.8,21000.0,145,Drama
The Six Triple Eight,6.7,26000.0,127,Drama
Maria,6.4,19000.0,124,Drama
Homestead,5.3,3500.0,112,Drama
Love Lies Bleeding,6.6,57000.0,104,Drama
The Outrun,6.9,15000.0,118,Drama
Mothers' Instinct,6.3,20000.0,94,Drama
Caddo Lake,6.8,42000.0,103,Drama
Bob Trevino Likes It,8.0,747.0,101,Drama
Spaceman,5.7,43000.0,107,Drama
I Saw the TV Glow,5.8,36000.0,100,Drama
The Room Next Door,6.8,19000.0,107,Drama
Bird,7.0,8300.0,119,Drama
My Dead Friend Zoe,6.6,2100.0,103,Drama
The Girl with the Needle,7.5,13000.0,123,Drama
Uglies,4.7,33000.0,100,Drama
The Seed of the Sacred Fig,7.6,13000.0,167,Drama
Memoir of a Snail,7.8,17000.0,95,Drama
Kneecap,7.6,17000.0,105,Drama
Dirty Angels,4.3,3400.0,104,Drama
Blitz,6.2,16000.0,120,Drama
Horizon: An American Saga - Chapter 2,7.1,1300.0,190,Drama
Miller's Girl,5.2,23000.0,93,Drama
Audrey's Children,7.0,359.0,110,Drama
Santosh,7.0,1800.0,128,Drama
The End,5.5,1800.0,148,Drama
Chosen Family,4.7,374.0,88,Drama
The Shrouds,6.0,1000.0,119,Drama
Nr24,7.5,15000.0,111,Drama
A Family Affair,5.4,36000.0,111,Drama
Reagan,6.2,11000.0,141,Drama
In a Violent Nature,5.6,26000.0,94,Drama
Misericordia,6.9,2000.0,104,Drama
Arcadian,5.5,23000.0,92,Drama
All We Imagine as Light,7.1,9500.0,118,Drama
Attack on Titan the Movie: The Last Attack,9.2,15000.0,145,Drama
Lift,5.5,49000.0,107,Drama
Holy Cow,7.2,1500.0,92,Drama
Maharaja,8.4,66000.0,141,Drama
The Instigators,6.2,37000.0,101,Drama
Distant,5.7,3200.0,87,Drama
The Marching Band,7.4,2700.0,103,Drama
McVeigh,4.5,485.0,90,Drama
Beating Hearts,7.0,4500.0,166,Drama
Emmanuelle,4.2,1600.0,107,Drama
La cocina,7.2,2700.0,139,Drama
Eephus,7.2,476.0,99,Drama
Hey Joe,6.2,200.0,117,Drama
Culpa Tuya,5.2,13000.0,118,Drama
Absolution,5.2,7800.0,112,Drama
Ordinary Angels,7.4,16000.0,118,Drama
Sister Midnight,6.6,372.0,107,Drama
Young Hearts,8.0,4700.0,99,Drama
Hard Truths,7.3,5200.0,97,Drama
The Forge,6.7,4800.0,124,Drama
Die Alone,5.7,2900.0,91,Drama
Atlas,5.6,56000.0,118,Drama
The Deliverance,5.1,22000.0,112,Drama
Rebel Moon - Part Two: The Scargiver,5.3,59000.0,122,Drama
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,8.5,106.0,102,Drama
Back to Black,6.3,26000.0,122,Drama
Young Woman and the Sea,7.5,17000.0,129,Drama
Joy,7.1,9300.0,115,Drama
Exhuma,6.9,23000.0,134,Drama
Killer Heat,5.6,13000.0,95,Drama
Sebastian,6.7,1800.0,110,Drama
Kalki 2898 AD,7.0,66000.0,180,Drama
Loveable,7.9,1700.0,101,Drama
Goodrich,6.3,5100.0,110,Drama
Rumours,5.0,4500.0,104,Drama
Long Gone Heroes,5.2,1100.0,101,Drama
Arthur the King,7.0,34000.0,107,Drama
Canary Black,5.3,11000.0,101,Drama
Sound of Hope: The Story of Possum Trot,7.2,2100.0,130,Drama
Unstoppable,6.8,4100.0,116,Drama
The Damned,5.7,3900.0,89,Drama
The Fire Inside,6.7,2500.0,109,Drama
Vermiglio,6.9,4000.0,119,Drama
Cabrini,7.3,8600.0,142,Drama
Bonhoeffer: PastorSpyAssassin.,6.3,3500.0,133,Drama
Lonely Planet,5.7,11000.0,94,Drama
Superboys of Malegaon,7.9,1600.0,127,Drama
How to Make Millions Before Grandma Dies,8.0,13000.0,125,Drama
The Salt Path,7.8,112.0,115,Drama
Darkest Miriam,6.6,63.0,87,Drama
Los Frikis,6.8,786.0,111,Drama
Teri Baaton Mein Aisa Uljha Jiya,6.2,54000.0,141,Drama
Under Paris,5.2,36000.0,104,Drama
Armand,6.2,2600.0,118,Drama
Midas Man,6.4,1600.0,112,Drama
Lilies Not for Me,7.5,130.0,99,Drama
Restless,6.7,176.0,89,Drama
Armor,3.6,3800.0,89,Drama
Watchmen: Chapter I,7.0,6500.0,83,Drama
Ghostlight,7.6,5800.0,115,Drama
My Penguin Friend,6.7,5000.0,97,Drama
Amaran,8.2,18000.0,167,Drama
Being Maria,6.1,589.0,100,Drama
Black Dog,7.2,2700.0,116,Drama
Modi: Three Days on the Wing of Madness,5.6,513.0,110,Drama
The Devil's Bath,6.6,6100.0,121,Drama
Goebbels and the Führer,6.7,2100.0,135,Drama
Love Me,5.1,2400.0,91,Drama
A Sacrifice,5.0,5200.0,94,Drama
When Fall Is Coming,6.8,1600.0,104,Drama
The Children's Train,7.4,7000.0,106,Drama
Look Back,7.8,15000.0,58,Drama
Succubus,4.6,1200.0,103,Drama
Kishkindha Kaandam,8.0,11000.0,133,Drama
Winner,6.5,2400.0,103,Drama
Dìdi,7.3,12000.0,93,Drama
Out of My Mind,7.4,2600.0,102,Drama
Laura,6.5,236.0,104,Drama
Mother of the Bride,4.8,17000.0,88,Drama
On Falling,7.4,512.0,104,Drama
The Uninvited,6.0,162.0,97,Drama
Winter Spring Summer or Fall,7.1,503.0,97,Drama
The Tearsmith,5.2,12000.0,103,Drama
Do Patti,6.4,69000.0,126,Drama
Grafted,5.6,2200.0,96,Drama
"Oh, Canada",5.7,1900.0,91,Drama
Bob Marley: One Love,6.2,34000.0,107,Drama
Four Mothers,7.3,174.0,89,Drama
Watchmen: Chapter II,7.0,3000.0,90,Drama
Between Borders,6.0,216.0,90,Drama
Fighter,6.2,52000.0,166,Drama
Boneyard,4.1,5000.0,96,Drama
Faith of Angels,5.8,203.0,98,Drama
Mary,5.2,8100.0,112,Drama
Guilty Pleasure,5.8,117.0,119,Drama
Grand Tour,6.6,1500.0,128,Drama
Touch,7.4,5400.0,121,Drama
Mea Culpa,4.2,7000.0,120,Drama
Four Letters of Love,6.8,32.0,125,Drama
Dard,6.8,1700.0,156,Drama
Uprising,6.6,5500.0,126,Drama
The Greatest Hits,6.2,7400.0,94,Drama
The Thicket,5.8,3000.0,108,Drama
The Wonderful Story of Henry Sugar and Three More,7.1,6600.0,88,Drama
Monsieur Aznavour,7.3,2300.0,133,Drama
No Way Up,4.6,10000.0,90,Drama
Baby John,5.2,17000.0,159,Drama
Millers in Marriage,5.3,357.0,117,Drama
Hold Your Breath,5.3,8500.0,94,Drama
Through My Window: Looking at You,5.4,5200.0,105,Drama
Girls Will Be Girls,7.1,2500.0,118,Drama
Bramayugam,7.8,14000.0,139,Drama
The Goat Life,7.1,47000.0,173,Drama
Unsung Hero,7.0,5000.0,113,Drama
Sikandar Ka Muqaddar,6.0,24000.0,142,Drama
The Girl in the Pool,4.3,1400.0,89,Drama
Scoop,6.5,20000.0,102,Drama
Black Heat,8.6,117.0,93,Drama
Omni Loop,5.6,2800.0,112,Drama
The Best Christmas Pageant Ever,6.8,6100.0,99,Drama
Swimming Home,4.8,401.0,99,Drama
Viduthalai Part 2,7.9,16000.0,170,Drama
The Wages of Fear,4.6,4100.0,104,Drama
Waltzing with Brando,8.4,328.0,104,Drama
The Piano Lesson,6.2,4800.0,127,Drama
Turtles All the Way Down,6.6,6900.0,111,Drama
Damaged,4.7,7200.0,97,Drama
Tyler Perry's Divorce in the Black,4.6,3500.0,143,Drama
Shaitaan,6.5,54000.0,132,Drama
Waves,8.1,1700.0,131,Drama
The Great Lillian Hall,7.3,1900.0,110,Drama
Maliko,6.1,76.0,140,Drama
Baby,7.4,482.0,107,Drama
Blackwater Lane,4.6,1900.0,108,Drama
The Most Precious of Cargoes,7.1,891.0,81,Drama
Sector 36,7.1,25000.0,123,Drama
This Is Me..Now,4.1,7100.0,65,Drama
Universal Language,7.1,1300.0,89,Drama
Reputation,9.3,8.0,83,Drama
Crossing,7.4,5000.0,106,Drama
Justice,6.3,3900.0,113,Drama
Lost on a Mountain in Maine,6.1,1200.0,98,Drama
Operation Undead,4.6,396.0,110,Drama
Souleymane's Story,7.7,2800.0,93,Drama
Devara Part 1,6.0,20000.0,176,Drama
Så länge hjärtat slår,7.1,241.0,104,Drama
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500.0,94,Drama
Suncoast,6.7,7200.0,109,Drama
Rob Peace,6.5,2000.0,120,Drama
My Favourite Cake,7.4,7200.0,97,Drama
Dead Wrong,3.9,258.0,104,Drama
Depravity,4.3,978.0,117,Drama
The Boy with Pink Trousers,6.7,739.0,114,Drama
Kontra,4.4,362.0,101,Drama
Singham Again,4.7,75000.0,144,Drama
The Dead Thing,4.8,906.0,94,Drama
Last Swim,6.8,178.0,96,Drama
Bookworm,6.0,1800.0,103,Drama
Escape from Germany,5.3,953.0,97,Drama
Hagen,6.1,1200.0,139,Drama
The Thundermans Return,5.0,1800.0,70,Drama
The Shameless,5.7,215.0,114,Drama
Colors of Evil: Red,6.4,8400.0,111,Drama
On Becoming a Guinea Fowl,7.1,819.0,99,Drama
High Tide,6.6,553.0,101,Drama
The Flood,6.4,255.0,101,Drama
Sex,6.6,1000.0,118,Drama
The Colors Within,7.1,938.0,101,Drama
Julie Keeps Quiet,6.6,930.0,100,Drama
Ponyboi,5.8,287.0,103,Drama
All of You,7.3,80.0,98,Drama
Hounds of War,4.5,1700.0,95,Drama
In the Summers,6.5,956.0,95,Drama
Before Dawn,5.4,983.0,101,Drama
Exhibiting Forgiveness,7.0,1200.0,117,Drama
Something in the Water,4.1,4600.0,86,Drama
B.O.Y.: Bruises of Yesterday,7.6,369.0,87,Drama
The Wailing,6.1,1100.0,107,Drama
A True Gentleman,4.5,2100.0,110,Drama
MrK,6.1,390.0,94,Drama
Jigra,6.0,23000.0,153,Drama
Strictly Confidential,2.8,844.0,94,Drama
Reading Lolita in Tehran,6.8,235.0,108,Drama
Wild Diamond,6.3,663.0,103,Drama
Let Go,7.0,6400.0,110,Drama
Maharaj,6.5,15000.0,131,Drama
Love in the Big City,7.4,1400.0,118,Drama
Rez Ball,6.3,2500.0,111,Drama
Niki,6.0,355.0,98,Drama
Big World,7.3,1200.0,131,Drama
The Price of Money: A Largo Winch Adventure,5.0,1100.0,100,Drama
Bedspacer,4.4,338.0,90,Drama
Badland Hunters,5.9,12000.0,107,Drama
The Empire,5.2,1200.0,110,Drama
Viet and Nam,6.4,402.0,129,Drama
Good One,6.7,2500.0,89,Drama
"From Hilde, with Love",7.0,889.0,125,Drama
You Can't Run Forever,4.5,4300.0,102,Drama
The Mehta Boys,7.1,2500.0,116,Drama
Lola,3.8,1100.0,84,Drama
Dreams (Sex Love),7.7,378.0,110,Drama
Lilly,8.1,39.0,93,Drama
September Says,6.4,360.0,100,Drama
The Sand Castle,4.7,1700.0,98,Drama
Treasure,6.3,2000.0,111,Drama
The Supremes at Earl's All-You-Can-Eat,6.4,1400.0,124,Drama
Madgaon Express,7.0,41000.0,143,Drama
The Red Virgin,6.8,3100.0,114,Drama
Khel Khel Mein,6.5,27000.0,135,Drama
Pedro Páramo,6.3,2900.0,130,Drama
Code 8: Part II,5.7,16000.0,100,Drama
The Courier,6.0,4400.0,101,Drama
Kabitan,7.4,109.0,64,Drama
"The Way, My Way",6.5,455.0,98,Drama
Dead Mail,6.7,306.0,106,Drama
Toxic,6.9,460.0,99,Drama
Last Night on Earth,4.7,358.0,86,Drama
Timestalker,5.5,2900.0,89,Drama
House of Spoils,5.0,3800.0,101,Drama
Triumph,5.5,255.0,98,Drama
Sweet Dreams,5.4,1400.0,95,Drama
Bogota: City of the Lost,5.4,1900.0,108,Drama
The New Year That Never Came,8.2,4900.0,138,Drama
I Love You Forever,5.6,178.0,89,Drama
Cesium Fallout,6.5,621.0,136,Drama
Nutcrackers,5.5,9300.0,104,Drama
Handling the Undead,5.4,4300.0,97,Drama
11 Rebels,6.2,370.0,155,Drama
Sons,6.5,1700.0,100,Drama
Level Cross,6.8,2600.0,116,Drama
A Legend,4.7,892.0,129,Drama
Goldilocks and the Two Bears,5.8,43.0,136,Drama
Sujo,7.1,770.0,126,Drama
Barron's Cove,8.2,29.0,116,Drama
The Beautiful Game,6.3,8000.0,125,Drama
A Mistake,5.5,752.0,101,Drama
Cloud,6.3,1100.0,124,Drama
Manjummel Boys,8.2,27000.0,135,Drama
Anweshippin Kandethum,7.4,10000.0,142,Drama
Vanvaas,6.6,1300.0,160,Drama
Without Blood,7.6,98.0,91,Drama
Cinderella's Curse,3.3,1300.0,82,Drama
Saint-Exupéry,5.5,269.0,98,Drama
Happyend,7.1,531.0,113,Drama
Mond,7.0,251.0,92,Drama
Ulajh,6.0,24000.0,150,Drama
Gaslit by My Husband: The Morgan Metzer Story,6.3,374.0,88,Drama
The Kingdom,6.9,725.0,112,Drama
Blue Cave,5.5,6200.0,88,Drama
Wonderland,6.2,2200.0,113,Drama
Article 370,7.8,25000.0,158,Drama
An Ordinary Case,6.6,913.0,115,Drama
Babah,6.9,156.0,129,Drama
April,6.5,378.0,134,Drama
F-Buddies,4.5,138.0,53,Drama
Same Old West,7.9,127.0,98,Drama
I Want to Talk,7.1,2100.0,122,Drama
Stormskerry Maja,7.7,2200.0,164,Drama
The Image of You,4.6,825.0,90,Drama
An Unfinished Film,7.2,528.0,105,Drama
Limonov: The Ballad of Eddie,6.0,778.0,138,Drama
I Wish You All the Best,6.9,74.0,92,Drama
Pure Love,7.1,158.0,109,Drama
The Tiger's Apprentice,5.7,2200.0,84,Drama
Cinderella's Revenge,3.7,1100.0,85,Drama
Sicilian Letters,6.1,669.0,122,Drama
Inside,7.0,232.0,104,Drama
Marmalade,6.3,3600.0,99,Drama
Life After Fighting,6.4,2000.0,126,Drama
Ride,5.9,389.0,114,Drama
Broken Rage,6.1,1400.0,62,Drama
CTRL,6.2,6000.0,99,Drama
The Astronaut Lovers,7.0,651.0,116,Drama
Motel Destino,6.5,1600.0,115,Drama
A House on Fire,7.3,3300.0,105,Drama
Maidaan,7.9,23000.0,181,Drama
Here After,4.1,1300.0,93,Drama
Ashes,4.3,2600.0,100,Drama
King Ivory,7.3,63.0,130,Drama
Cult Killer,4.8,2800.0,105,Drama
Harvest,6.0,345.0,131,Drama
Compulsion,6.3,12.0,94,Drama
Hamlet,5.7,163.0,117,Drama
Take My Hand,6.3,302.0,102,Drama
Bosco,5.6,3900.0,99,Drama
Black Creek,8.6,7.0,116,Drama
The Sparrow in the Chimney,6.5,260.0,117,Drama
Laws of Man,5.2,1000.0,98,Drama
Uranus 2324,6.5,4800.0,130,Drama
The Damned,5.4,848.0,89,Drama
All the Lost Ones,3.7,241.0,106,Drama
Grand Maison Paris,6.8,122.0,111,Drama
Caught by the Tides,6.6,1100.0,111,Drama
Dying,7.4,1700.0,180,Drama
Dandelion,5.3,402.0,113,Drama
The Last Dance,7.8,2200.0,126,Drama
How to Make Gravy,7.0,904.0,120,Drama
Everybody Loves Touda,6.6,308.0,102,Drama
Diamanti,7.0,1000.0,135,Drama
Revolver,5.4,855.0,114,Drama
Corina,7.1,338.0,96,Drama
First Shift,4.5,2000.0,89,Drama
Sixty Minutes,5.7,5200.0,88,Drama
Mørkeland,6.2,963.0,99,Drama
Khadaan,7.2,2100.0,137,Drama
Longing,4.7,806.0,111,Drama
Katas,4.7,258.0,101,Drama
Nonostante,6.0,140.0,93,Drama
Shredded,7.3,44.0,104,Drama
Outlaw,5.2,925.0,82,Drama
The Sabarmati Report,6.4,24000.0,127,Drama
Stelios,7.3,1400.0,132,Drama
El Jockey,6.4,1600.0,96,Drama
El 47,7.2,3300.0,110,Drama
Stolen,5.7,2200.0,105,Drama
Boss Ma'am,4.9,150.0,67,Drama
Hear Me: Our Summer,7.5,660.0,109,Drama
Peacock,7.3,398.0,102,Drama
Rita,4.6,405.0,115,Drama
Cellphone,3.0,711.0,88,Drama
Love Kills,5.0,227.0,100,Drama
Doraemon the Movie: Nobita's Earth Symphony,6.6,1500.0,115,Drama
Bambi: A Tale of Life in the Woods,5.7,164.0,78,Drama
Ajab Raat Ni Gajab Vaat,6.9,114.0,119,Drama
Meiyazhagan,8.4,14000.0,177,Drama
American Star,5.5,2500.0,107,Drama
Three Friends,6.6,695.0,117,Drama
Freedom,5.9,1400.0,110,Drama
Crew,5.8,37000.0,118,Drama
Agni,7.2,15000.0,122,Drama
We Were Dangerous,6.3,345.0,83,Drama
Bibi Rajni,8.6,714.0,143,Drama
Maldoror,7.0,588.0,155,Drama
1978,5.4,200.0,76,Drama
Peter Five Eight,3.5,1100.0,100,Drama
We Are Wolves,3.5,259.0,97,Drama
Vanished Into the Night,5.2,4600.0,92,Drama
Way Home,6.6,734.0,98,Drama
The Other Way Around,6.4,1400.0,114,Drama
The Corpse Washer,6.2,1200.0,107,Drama
The Twisters,2.6,331.0,86,Drama
Merry Christmas,6.9,30000.0,144,Drama
Here Now,4.9,395.0,118,Drama
The Strangers' Case,9.3,8300.0,103,Drama
Butas,4.9,136.0,112,Drama
God's Not Dead: In God We Trust,3.4,1200.0,96,Drama
Kiskisan,5.2,126.0,62,Drama
Private Tutor,4.9,189.0,65,Drama
The Ghost Trap,7.5,52.0,106,Drama
Narayaneente Moonnaanmakkal,6.6,874.0,108,Drama
Uhaw,4.7,110.0,112,Drama
Bonjour Tristesse,6.0,90.0,110,Drama
Amar Singh Chamkila,7.8,16000.0,145,Drama
Another End,6.4,720.0,129,Drama
Srikanth,7.4,14000.0,134,Drama
Decoded,5.8,431.0,156,Drama
Wanted Man,4.8,2600.0,85,Drama
Hotii de Subiecte,7.1,88.0,110,Drama
A Part of You,5.7,2800.0,99,Drama
Teach Her,3.4,32.0,67,Drama
Grave Torture,6.2,2800.0,117,Drama
Race for Glory: Audi vsLancia,5.8,4700.0,109,Drama
Ravens,8.0,73.0,117,Drama
Jim's Story,6.8,918.0,101,Drama
Shirley,6.2,3300.0,117,Drama
Sommartider,6.8,1700.0,101,Drama
Cassandre,7.2,44.0,103,Drama
Macbeth,8.0,143.0,156,Drama
Camera,6.6,415.0,112,Drama
Boreal,4.5,44.0,82,Drama
Vettaiyan,7.0,39000.0,163,Drama
The Lost Daughter,6.0,287.0,99,Drama
Crayon Shin-chan: Ora's Dinosaur Diary,6.4,339.0,106,Drama
Little Death,5.4,203.0,110,Drama
Layla,6.1,385.0,100,Drama
When the Light Breaks,6.7,965.0,82,Drama
Striking Rescue,5.6,389.0,106,Drama
A Dog's Will 2,6.2,2900.0,104,Drama
Saripodhaa Sanivaaram,7.0,9000.0,166,Drama
Parallel,5.3,1900.0,88,Drama
Given 3: To the Sea,8.7,39.0,80,Drama
The Air He Breathes,6.4,371.0,106,Drama
Hisaab Barabar,5.8,1700.0,112,Drama
U Are the Universe,7.7,263.0,90,Drama
The Firing Squad,5.1,5000.0,93,Drama
Haikyu!! The Dumpster Battle,7.7,6100.0,85,Drama
Family Therapy,6.2,161.0,122,Drama
Eat the Night,6.1,471.0,106,Drama
Sorgavaasal,6.6,1300.0,138,Drama
The Park Maniac,4.8,1600.0,103,Drama
Kid Snow,5.0,165.0,127,Drama
Nurse Abi,4.5,160.0,47,Drama
The Solitary Gourmet,7.4,124.0,110,Drama
Marco,6.8,1200.0,108,Drama
Untamed Royals,4.6,634.0,99,Drama
Shepherds,7.3,228.0,113,Drama
Naples to New York,7.0,632.0,124,Drama
4PM,5.9,99.0,111,Drama
In Her Place,6.2,1500.0,96,Drama
Rewind,7.4,2300.0,135,Drama
You Are the Apple of My Eye,7.4,3400.0,101,Drama
Boxer,6.4,1300.0,150,Drama
The Greatest,7.1,108.0,114,Drama
Kotee,6.4,331.0,150,Drama
L'attachement,7.3,483.0,106,Drama
Inheritance,5.1,3500.0,94,Drama
The Summer Book,7.0,299.0,90,Drama
The Last Frenzy,5.3,215.0,107,Drama
A Beautiful Imperfection,6.4,616.0,108,Drama
Boléro,6.6,769.0,120,Drama
And the Breadwinner Is...,6.8,250.0,123,Drama
Triangle,6.6,97.0,96,Drama
Off the Record,8.0,10.0,95,Drama
Cheat,4.1,197.0,105,Drama
A Traveler's Needs,6.5,847.0,90,Drama
The Good Teacher,6.6,1900.0,91,Drama
Nova & Alice,6.1,295.0,110,Drama
Quisling: The Final Days,7.1,1100.0,146,Drama
Room Service,3.9,297.0,47,Drama
Love,7.3,304.0,119,Drama
Roadkill,3.7,679.0,90,Drama
Belle,5.8,58.0,100,Drama
Do Aur Do Pyaar,6.4,12000.0,140,Drama
Unpredictable,5.4,404.0,101,Drama
Maid Droid Origins,3.0,321.0,96,Drama
Seeking Haven for MrRambo,8.3,661.0,100,Drama
Quiet Life,6.6,161.0,99,Drama
Ghost Trail,6.6,813.0,106,Drama
Je le jure,6.6,48.0,110,Drama
Init,4.9,211.0,49,Drama
Skeet,8.7,14.0,104,Drama
Ferry 2,5.6,3800.0,94,Drama
Matt and Mara,6.5,987.0,80,Drama
Prodigieuses,6.6,155.0,101,Drama
Savi,6.1,35000.0,126,Drama
Despatch,4.3,4400.0,153,Drama
Christmas Eve in Miller's Point,5.6,2300.0,106,Drama
Futra Days,4.1,143.0,99,Drama
Chandu Champion,7.8,34000.0,142,Drama
The Bad Guardian,7.0,250.0,87,Drama
The Family Star,5.4,5400.0,159,Drama
Vena,7.3,71.0,115,Drama
Juliette au printemps,6.4,256.0,95,Drama
Movie Given Hiiragi Mix.,7.5,161.0,70,Drama
Linda,4.9,373.0,100,Drama
40 Acres,6.8,129.0,113,Drama
Hobal,8.0,988.0,114,Drama
Crossroads,7.7,7.0,82,Drama
Arzé,7.0,221.0,90,Drama
The Opera!,7.2,58.0,106,Drama
Hijack '93,3.8,856.0,87,Drama
Top 1,5.5,198.0,52,Drama
Atatürk II: 1881-1919,8.9,2000.0,141,Drama
Daniela Forever,6.3,209.0,113,Drama
The Quiet Son,6.7,584.0,118,Drama
Auction,6.5,915.0,91,Drama
No Chains No Masters,6.5,502.0,98,Drama
Raayan,6.5,11000.0,145,Drama
Ajosepo,8.7,54.0,134,Drama
My Name Is Loh Kiwan,6.7,4300.0,131,Drama
Audrey,8.5,34.0,101,Drama
Guna guna istri muda,4.9,126.0,98,Drama
Louise Violet,6.5,190.0,108,Drama
A.R.M,7.1,8700.0,150,Drama
Kingsmen,6.4,47.0,72,Drama
The Last Front,5.5,607.0,98,Drama
Mi gallo,7.0,133.0,90,Drama
Chhava,8.4,2200.0,51,Drama
Passport to Love,6.2,400.0,88,Drama
Escape from the 21st Century,6.5,864.0,98,Drama
Sweet Release,6.0,98.0,102,Drama
The Southern Chronicles,8.8,2500.0,120,Drama
Salawahan,5.2,447.0,116,Drama
Schitterend,6.4,195.0,101,Drama
Kaulayaw,4.1,163.0,95,Drama
"Brooklyn, Minnesota",9.8,10.0,105,Drama
The Lockdown,4.3,606.0,117,Drama
Grassland,8.4,60.0,88,Drama
Arcadia,6.9,467.0,99,Drama
Dilig,4.0,268.0,45,Drama
A Brother and 7 Siblings,8.6,1200.0,129,Drama
Peg O' My Heart,6.1,114.0,97,Drama
Seré breve al momento de morir,6.5,28.0,78,Drama
Malta,6.5,247.0,97,Drama
GTMax,5.0,1200.0,100,Drama
Her Story,7.6,1800.0,123,Drama
The Witch: Revenge,5.3,816.0,100,Drama
Stuntman,6.9,165.0,114,Drama
Blue Lock: Episode Nagi,6.6,2500.0,91,Drama
I Am Nevenka,7.1,1100.0,112,Drama
Cita,4.5,141.0,52,Drama
Bila Esok Ibu Tiada,6.6,301.0,104,Drama
My Oni Girl,6.0,1700.0,112,Drama
Disciples in the Moonlight,3.9,640.0,126,Drama
Duino,7.6,119.0,108,Drama
The Freshly Cut Grass,6.1,113.0,114,Drama
Mr& MrsMahi,5.9,16000.0,139,Drama
Qalb,6.6,2300.0,147,Drama
Havnaa,7.2,238.0,110,Drama
Why Do You?,5.3,423.0,103,Drama
Thangalaan,6.6,6600.0,156,Drama
Lubber Pandhu,8.2,5900.0,146,Drama
Vaazhai,7.7,4800.0,134,Drama
Tabaah,5.4,539.0,108,Drama
Empire Waist,6.7,170.0,97,Drama
Intoxicated by Love,8.5,13000.0,118,Drama
Fear,8.4,2800.0,115,Drama
Kanguva,4.5,15000.0,152,Drama
Maharot,5.8,79.0,47,Drama
Get Fast,3.7,452.0,88,Drama
Unexposed,7.6,67.0,63,Drama
Head South,6.8,236.0,98,Drama
The Green Deal,6.2,309.0,120,Drama
Le dernier souffle,6.7,163.0,97,Drama
Fasal,7.6,184.0,90,Drama
And Their Children After Them,6.4,530.0,146,Drama
Il complottista,7.2,17.0,85,Drama
Here's Yianni!,8.6,9.0,101,Drama
Lesson Learned,7.7,2100.0,119,Drama
All is Fine in '89,9.0,18.0,100,Drama
Undergrads,5.5,50.0,66,Drama
Baby Assassins: Nice Days,7.3,298.0,103,Drama
The Witness,7.2,147.0,100,Drama
Just in Time,7.0,305.0,90,Drama
Sarfira,6.9,11000.0,155,Drama
